lat,lng,predicted_label
348.993,-67.322,Bent
349.019,-67.887,FR II
349.021,-68.587,Bent
349.043,-68.191,FR II
349.046,-67.563,FR II
349.053,-67.802,FR I
349.061,-84.352,FR I
349.094,-67.879,FR II
349.107,-67.371,FR II
349.109,-67.71,FR II
349.11,-68.018,Point Source
349.114,-67.678,FR I
349.139,-67.702,Bent
349.144,-68.496,FR I
349.15,-67.838,FR II
349.172,-67.984,FR II
349.184,-67.825,FR II
349.208,-68.101,FR II
349.218,-68.388,Bent
349.23,-67.797,FR II
349.255,-67.97,FR I
349.264,-68.599,FR I
349.312,-85.095,Bent
349.313,-84.668,Bent
349.328,-67.395,Bent
349.329,-67.933,Bent
349.336,-84.645,FR I
349.35,-67.958,Bent
349.361,-67.771,Bent
349.391,-67.38,FR II
349.406,-67.847,FR II
349.414,-68.284,FR I
349.418,-67.21,FR I
349.455,-67.094,Bent
349.457,-67.754,FR II
349.487,-67.82,Point Source
349.49,-68.014,FR I
349.52,-67.918,FR I
349.521,-67.645,FR II
349.573,-85.256,FR II
349.589,-68.794,FR I
349.592,-67.761,FR II
349.604,-68.164,Point Source
349.622,-68.755,FR I
349.63,-68.772,Bent
349.635,-67.749,FR I
349.649,-67.766,Bent
349.661,-67.898,Bent
349.687,-67.986,Point Source
349.688,-67.213,FR I
349.724,-67.772,FR II
349.733,-68.46,Bent
349.766,-68.008,FR I
349.771,-84.32,Point Source
349.773,-68.257,FR II
349.776,-67.239,Point Source
349.783,-67.668,FR II
349.785,-67.791,Bent
349.816,-68.004,Bent
349.823,-67.392,FR I
349.833,-68.201,FR II
349.839,-67.839,FR II
349.846,-67.817,Bent
349.846,-67.867,FR I
349.867,-67.489,Bent
349.872,-67.443,Bent
349.873,-67.087,FR II
349.889,-67.072,Point Source
349.907,-67.786,FR II
349.921,-68.03,Bent
349.928,-41.16,FR II
349.949,-67.935,Bent
349.957,-68.091,FR I
349.982,-67.941,Bent
349.984,-67.198,Bent
349.997,-68.274,Bent
349.998,-41.477,FR II
35.057,-52.72,FR II
35.062,-52.672,FR I
35.063,-53.588,FR II
35.124,-53.08,FR II
35.146,-47.528,FR I
35.163,-52.948,FR II
35.175,-47.922,FR I
35.198,-41.941,Bent
35.211,-42.232,Point Source
35.213,-52.887,FR II
35.245,-41.882,FR II
35.249,-47.638,FR II
35.272,-41.495,Bent
35.318,-53.147,FR I
35.321,-53.47,FR II
35.329,-52.505,FR II
35.337,-41.906,FR I
35.337,-52.72,FR II
35.349,-52.487,FR I
35.418,-48.115,FR II
35.425,-48.849,FR I
35.435,-47.839,Point Source
35.451,-52.71,FR II
35.468,-48.298,Point Source
35.485,-48.304,Point Source
35.504,-42.478,FR I
35.512,-41.88,FR II
35.518,-52.465,FR II
35.532,-41.971,FR II
35.538,-52.856,FR I
35.588,-53.493,Bent
35.629,-42.245,Bent
35.634,-41.563,FR I
35.652,-41.384,Bent
35.688,-51.8,Bent
35.697,-51.812,FR II
35.715,-42.292,Point Source
35.758,-42.102,Bent
35.774,-53.146,FR I
35.781,-41.946,FR I
35.798,-42.64,FR I
35.799,-41.892,FR I
35.801,-42.113,Bent
35.81,-42.512,Bent
35.818,-52.203,FR II
35.818,-53.464,FR I
35.837,-41.797,FR II
35.854,-52.483,FR II
35.882,-41.978,FR II
35.884,-42.004,Point Source
35.886,-42.087,Bent
35.891,-42.293,Bent
35.892,-41.386,Point Source
35.906,-42.401,FR I
35.91,-41.964,FR II
35.911,-42.27,FR II
35.923,-42.167,FR II
35.924,-53.029,Bent
35.928,-42.081,Point Source
35.935,-41.651,FR II
35.935,-41.9,FR II
35.936,-42.402,FR I
35.937,-42.462,FR II
35.942,-41.865,Bent
35.957,-42.114,FR I
350.011,-85.22,Bent
350.015,-67.86,Bent
350.024,-68.258,FR I
350.026,-67.82,Point Source
350.029,-67.294,FR I
350.05,-67.979,FR II
350.058,-68.016,FR I
350.084,-67.229,FR I
350.088,-85.241,FR II
350.108,-68.517,Bent
350.191,-66.949,Bent
350.205,-68.258,Bent
350.243,-68.12,Bent
350.248,-68.251,Bent
350.256,-67.827,FR II
350.301,-85.063,FR I
350.315,-67.298,FR I
350.358,-67.409,FR II
350.404,-67.5,Point Source
350.428,-41.208,Bent
350.43,-41.039,FR II
350.439,-41.053,Bent
350.44,-67.234,Bent
350.44,-67.314,Bent
350.457,-67.927,Bent
350.465,-41.849,FR II
350.497,-40.693,FR II
350.497,-40.781,FR II
350.499,-67.665,FR II
350.505,-67.919,FR I
350.515,-85.707,FR I
350.527,-41.869,Point Source
350.545,-41.875,FR I
350.558,-85.368,FR I
350.561,-12.197,Bent
350.563,-41.348,Bent
350.569,-68.076,FR II
350.62,-12.126,Bent
350.66,-68.431,Bent
350.68,-67.861,FR II
350.695,-12.062,Bent
350.698,-67.614,Bent
350.702,-12.762,FR II
350.732,-84.889,FR I
350.739,-41.429,FR II
350.743,-85.516,FR II
350.752,-41.429,FR I
350.753,-12.619,FR I
350.787,-12.03,FR II
350.826,-40.688,FR I
350.834,-67.91,FR II
350.862,-13.124,FR I
350.868,-11.51,Exotic
350.87,-41.07,Point Source
350.892,-41.702,Point Source
350.912,-67.639,FR I
350.913,-41.043,FR I
350.94,-84.834,Bent
350.942,-41.901,FR I
350.964,-11.501,FR II
350.983,-86.035,Exotic
351.019,-11.865,Bent
351.023,-12.005,Bent
351.029,-11.861,FR I
351.033,-12.12,FR I
351.034,-85.228,Bent
351.045,-41.053,Bent
351.058,-41.447,FR II
351.058,-67.797,FR II
351.08,-41.21,FR II
351.089,-68.108,Point Source
351.09,-40.906,Point Source
351.105,-41.412,FR II
351.105,-67.839,FR I
351.106,-68.364,FR I
351.107,-85.173,FR I
351.128,-12.429,Bent
351.14,-40.716,Point Source
351.142,-12.292,Bent
351.148,-41.38,FR II
351.157,-12.296,FR I
351.161,-41.677,FR I
351.162,-40.688,FR I
351.169,-11.855,FR II
351.171,-41.553,FR I
351.178,-12.046,FR II
351.178,-12.252,FR I
351.186,-40.68,FR II
351.205,-40.933,Bent
351.205,-85.034,Bent
351.209,-12.465,FR I
351.226,-12.037,Bent
351.248,-11.425,FR I
351.256,-40.853,FR II
351.256,-41.13,FR II
351.269,-41.2,FR I
351.278,-41.229,FR II
351.282,-12.381,Bent
351.284,-12.142,Bent
351.285,-12.467,Bent
351.285,-41.673,FR II
351.287,-41.186,Point Source
351.29,-11.373,FR I
351.307,-11.623,Bent
351.311,-12.349,FR II
351.311,-41.231,Bent
351.314,-12.119,Point Source
351.317,-12.081,Bent
351.32,-41.206,FR II
351.321,-68.033,Bent
351.333,-67.432,FR II
351.336,-12.152,Exotic
351.341,-12.177,Bent
351.35,-11.325,FR II
351.352,-12.232,Bent
351.354,-41.823,Bent
351.356,-67.424,Bent
351.359,-42.032,FR II
351.364,-41.323,FR I
351.364,-41.855,FR II
351.366,-41.886,Bent
351.406,-41.166,FR II
351.408,-41.434,FR II
351.411,-12.502,Bent
351.413,-41.903,Bent
351.414,-12.199,Bent
351.422,-68.203,Bent
351.434,-12.748,FR I
351.439,-84.95,FR II
351.474,-40.876,Point Source
351.482,-41.697,FR II
351.484,-67.054,FR II
351.492,-40.5,FR I
351.501,-42.053,FR II
351.513,-40.866,Bent
351.527,-41.196,FR II
351.531,-40.711,Bent
351.548,-41.273,Point Source
351.55,-67.971,Bent
351.556,-40.549,FR II
351.563,-41.47,FR I
351.609,-41.671,Point Source
351.618,-12.084,Bent
351.626,-41.128,FR II
351.632,-67.151,FR II
351.634,-12.517,FR I
351.637,-40.463,Bent
351.639,-40.488,Exotic
351.644,-68.814,FR I
351.645,-41.538,FR II
351.646,-12.4,FR I
351.655,-40.998,Bent
351.658,-40.473,Bent
351.664,-40.442,FR II
351.666,-40.478,FR II
351.684,-41.436,FR II
351.685,-41.168,FR II
351.703,-85.036,FR II
351.716,-41.129,FR I
351.72,-41.226,FR I
351.731,-68.593,Point Source
351.733,-40.745,FR I
351.745,-12.319,FR II
351.774,-12.538,Bent
351.787,-85.35,Bent
351.801,-85.327,FR II
351.828,-41.128,Bent
351.829,-41.577,Bent
351.834,-40.616,Bent
351.854,-41.909,FR I
351.855,-40.628,FR I
351.86,-41.736,FR I
351.864,-41.272,FR I
351.868,-41.002,FR I
351.932,-66.997,Bent
351.941,-84.948,FR I
351.946,-41.262,Bent
351.96,-41.663,FR II
351.975,-41.459,FR II
351.981,-67.897,FR II
351.986,-41.555,FR II
351.988,-84.929,Bent
352.003,-11.673,FR II
352.036,-41.765,FR II
352.046,-68.011,FR I
352.073,-67.822,FR I
352.085,-40.299,Bent
352.129,-41.677,Point Source
352.153,-42.04,Bent
352.167,-67.419,FR II
352.182,-41.333,Bent
352.189,-67.534,FR II
352.191,-41.735,FR II
352.224,-85.28,FR I
352.251,-68.223,FR II
352.283,-84.886,Point Source
352.315,-41.685,FR II
352.391,-85.182,FR II
352.4,-85.36,FR I
352.433,-85.349,Bent
352.598,-85.544,FR II
352.625,-85.36,FR II
352.656,-84.948,FR II
352.689,-85.002,FR I
352.755,-85.208,FR II
352.813,-85.088,Bent
352.819,-86.068,FR I
352.919,-85.302,FR II
353.11,-85.096,Bent
353.218,-85.176,FR II
353.39,-85.242,FR II
353.593,-85.099,FR II
353.617,-84.887,FR I
353.684,-85.993,FR II
353.686,-85.596,FR II
353.719,-85.58,FR I
353.776,-85.925,FR I
353.858,-84.896,FR II
353.865,-84.491,Point Source
353.906,-84.466,FR II
353.925,-85.315,FR II
353.971,-85.064,FR II
353.975,-85.274,Bent
354.187,-85.079,Bent
354.231,-85.018,Bent
354.26,-85.114,FR II
354.485,-85.11,FR I
354.487,-9.172,FR I
354.493,-85.594,FR II
354.533,-85.235,FR II
354.544,-8.909,FR I
354.668,-8.612,FR I
354.763,-9.686,Point Source
354.771,-8.474,FR I
354.82,-8.737,FR I
354.83,-85.242,FR II
354.86,-9.245,FR II
354.901,-9.232,FR II
354.902,-8.851,FR I
354.917,-85.167,FR II
354.934,-9.352,FR II
354.952,-85.694,Bent
354.998,-8.883,FR I
355.021,-9.468,Point Source
355.031,-85.191,FR II
355.033,-85.753,FR I
355.036,-85.16,Point Source
355.073,-85.241,FR II
355.074,-8.888,FR I
355.074,-9.158,Bent
355.082,-9.168,Bent
355.144,-9.147,FR I
355.158,-9.952,FR I
355.168,-9.554,FR I
355.19,-8.282,FR I
355.198,-9.414,FR II
355.2,-8.694,FR I
355.207,-9.273,FR II
355.24,-8.309,Point Source
355.258,-9.136,FR I
355.299,-8.848,FR II
355.308,-8.431,FR I
355.349,-85.205,Bent
355.355,-9.736,FR I
355.401,-9.253,Point Source
355.402,-9.494,Bent
355.409,-8.641,FR I
355.415,-8.81,FR I
355.419,-8.72,FR I
355.424,-8.321,FR I
355.442,-9.025,Bent
355.442,-9.532,FR II
355.49,-8.387,FR I
355.5,-10.007,FR I
355.503,-85.723,Bent
355.515,-85.184,Bent
355.523,-9.35,Point Source
355.538,-9.043,FR II
355.543,-9.063,FR II
355.563,-9.897,FR I
355.571,-85.122,FR II
355.58,-8.591,FR II
355.582,-9.011,FR I
355.584,-8.65,FR II
355.586,-8.887,FR II
355.587,-9.291,FR II
355.603,-84.732,FR I
355.609,-8.692,FR II
355.652,-9.274,FR II
355.696,-9.732,FR I
355.748,-8.86,FR II
355.751,-8.967,FR I
355.8,-9.257,FR I
355.812,-8.725,FR I
355.895,-8.599,FR I
355.909,-9.808,FR I
355.93,-85.218,FR I
356.063,-84.846,Point Source
356.084,-85.301,Exotic
356.095,-84.582,FR I
356.155,-85.525,FR I
356.18,-85.159,Bent
356.309,-85.204,FR II
356.377,-84.346,Bent
356.411,-9.604,FR II
356.427,-9.601,FR I
356.792,-84.457,FR I
356.854,-25.641,FR I
356.854,-25.653,Bent
356.884,-84.817,FR II
356.901,-84.447,Bent
356.903,-85.145,FR II
356.924,-25.442,FR I
356.948,-26.246,FR I
356.983,-25.812,Point Source
357.009,-26.562,Bent
357.013,-84.206,FR II
357.116,-25.969,FR I
357.126,-85.56,Bent
357.128,-26.173,FR II
357.135,-26.685,FR II
357.167,-25.93,Bent
357.168,-85.364,FR II
357.183,-26.529,Bent
357.185,-25.946,FR II
357.187,-26.251,Exotic
357.196,-25.396,Point Source
357.218,-25.422,FR II
357.223,-26.098,FR II
357.224,-26.467,FR II
357.231,-84.721,FR I
357.284,-26.486,FR II
357.296,-25.634,FR II
357.322,-25.205,FR II
357.324,-26.58,FR I
357.328,-26.133,FR II
357.334,-25.397,FR I
357.337,-26.844,Bent
357.361,-26.424,FR II
357.366,-26.46,Bent
357.379,-26.885,FR II
357.38,-25.445,FR I
357.405,-26.468,Bent
357.407,-26.299,Bent
357.409,-26.509,Exotic
357.416,-26.363,FR II
357.425,-26.325,FR II
357.431,-26.309,Bent
357.444,-25.683,FR I
357.459,-25.834,FR II
357.464,-25.693,FR I
357.475,-26.161,FR I
357.479,-26.382,FR II
357.48,-85.535,FR II
357.486,-25.81,Point Source
357.493,-26.136,Point Source
357.494,-25.244,FR I
357.497,-25.815,FR I
357.501,-84.799,FR II
357.505,-25.903,FR II
357.509,-26.106,Bent
357.51,-25.872,FR II
357.524,-25.762,FR II
357.524,-26.317,FR II
357.527,-25.781,FR I
357.527,-26.915,FR II
357.537,-25.987,Bent
357.54,-25.062,Bent
357.556,-25.755,FR II
357.564,-26.372,FR II
357.567,-25.618,Point Source
357.571,-26.269,FR II
357.584,-25.809,FR II
357.598,-25.59,FR I
357.627,-25.934,FR I
357.638,-25.871,FR II
357.652,-25.736,FR II
357.652,-25.946,FR II
357.654,-26.215,Bent
357.663,-25.76,FR I
357.669,-26.312,FR II
357.671,-26.552,FR II
357.673,-25.868,FR I
357.674,-24.992,FR II
357.677,-26.496,Bent
357.686,-26.37,Bent
357.693,-25.669,FR II
357.715,-26.169,Point Source
357.722,-84.884,FR II
357.723,-85.107,FR II
357.74,-26.425,Bent
357.747,-26.607,Point Source
357.747,-26.773,Point Source
357.752,-85.091,FR II
357.756,-25.648,Bent
357.757,-26.466,FR II
357.761,-26.323,FR II
357.761,-26.334,FR I
357.764,-26.431,FR I
357.768,-26.26,FR II
357.777,-25.972,FR II
357.782,-25.993,Bent
357.783,-26.674,FR II
357.799,-25.752,FR I
357.806,-25.807,Bent
357.814,-26.43,FR II
357.822,-25.345,FR II
357.836,-26.123,FR II
357.847,-26.024,FR II
357.855,-25.837,FR II
357.873,-25.863,Bent
357.882,-25.568,FR I
357.883,-26.013,FR II
357.889,-26.15,FR II
357.895,-26.284,FR II
357.898,-25.938,FR II
357.902,-26.536,FR II
357.903,-25.784,FR II
357.904,-26.105,FR II
357.908,-25.618,FR II
357.908,-25.973,Bent
357.911,-26.548,FR I
357.913,-25.934,FR II
357.913,-26.085,FR II
357.918,-26.163,FR II
357.919,-25.996,FR II
357.922,-25.759,FR II
357.929,-25.981,Bent
357.934,-26.066,FR II
357.937,-25.737,Point Source
357.937,-25.988,FR II
357.94,-26.013,FR II
357.94,-26.369,Point Source
357.948,-25.947,FR II
357.948,-26.05,FR II
357.949,-25.346,FR II
357.952,-25.8,FR I
357.958,-26.449,Bent
357.967,-25.366,FR II
357.971,-26.608,FR I
357.974,-25.79,FR II
357.98,-26.054,FR I
357.981,-84.673,FR I
357.982,-26.079,FR I
357.983,-26.315,Bent
357.985,-26.021,FR II
357.986,-26.063,FR II
357.997,-26.134,FR II
358.005,-85.655,FR II
358.008,-26.38,FR I
358.018,-25.863,FR II
358.019,-85.37,FR II
358.032,-26.296,Point Source
358.033,-25.699,FR II
358.038,-26.167,FR II
358.039,-26.213,FR II
358.044,-25.926,FR II
358.056,-25.405,Bent
358.059,-25.895,Bent
358.062,-25.79,FR II
358.068,-26.06,FR II
358.073,-25.417,FR I
358.082,-25.852,FR II
358.082,-26.239,FR II
358.106,-25.459,FR II
358.109,-25.256,FR I
358.11,-26.353,FR II
358.132,-25.61,FR I
358.141,-26.513,FR I
358.141,-26.741,FR II
358.144,-25.492,FR II
358.145,-26.698,FR II
358.149,-25.444,Bent
358.162,-26.119,FR II
358.167,-25.952,FR II
358.171,-26.645,FR II
358.174,-25.854,FR II
358.184,-26.097,FR II
358.19,-25.975,Point Source
358.195,-25.299,Point Source
358.202,-25.89,FR II
358.21,-25.575,Bent
358.212,-84.967,FR II
358.214,-25.432,Bent
358.218,-84.815,FR II
358.221,-26.022,FR II
358.221,-26.504,FR II
358.222,-25.96,FR II
358.225,-25.585,FR II
358.227,-26.729,Bent
358.23,-26.18,Bent
358.24,-26.493,FR I
358.243,-25.784,Point Source
358.246,-26.568,FR II
358.26,-26.536,FR II
358.263,-25.741,FR I
358.275,-25.617,Bent
358.277,-26.54,Bent
358.3,-26.017,FR II
358.3,-26.754,FR II
358.312,-26.336,FR II
358.322,-25.37,FR II
358.341,-26.386,Bent
358.345,-25.916,FR II
358.35,-25.727,Point Source
358.371,-25.787,Bent
358.375,-26.406,Bent
358.389,-25.623,FR I
358.398,-26.395,Bent
358.407,-25.711,Bent
358.408,-85.445,Point Source
358.422,-26.062,FR I
358.429,-25.966,FR I
358.463,-26.511,FR I
358.474,-26.673,Bent
358.474,-85.625,Bent
358.481,-25.787,FR II
358.484,-26.101,FR I
358.485,-26.846,FR I
358.498,-26.367,FR II
358.524,-26.168,Bent
358.541,-26.093,FR I
358.562,-25.421,FR I
358.572,-25.178,FR I
358.573,-84.713,Bent
358.584,-25.765,FR II
358.61,-25.106,Point Source
358.619,-84.994,FR II
358.626,-25.822,Bent
358.635,-25.983,FR II
358.639,-26.094,FR II
358.644,-85.345,FR II
358.647,-26.107,Bent
358.648,-26.628,Bent
358.68,-26.219,Bent
358.722,-26.355,Bent
358.728,-25.515,FR II
358.737,-25.71,Point Source
358.782,-26.293,FR II
358.806,-26.711,Point Source
358.81,-25.84,Point Source
358.846,-26.7,FR I
358.872,-25.891,FR II
358.876,-25.934,Bent
358.891,-26.886,FR I
358.899,-25.304,FR I
358.899,-26.178,Bent
358.95,-26.837,Bent
358.976,-84.662,Bent
359.016,-85.098,FR II
359.033,-26.021,FR II
359.124,-85.261,FR II
359.134,-84.714,FR I
359.188,-85.167,FR I
359.392,-85.863,FR II
359.425,-84.814,FR I
36.009,-42.086,Point Source
36.021,-42.366,FR II
36.026,-41.923,Bent
36.039,-42.422,Bent
36.05,-42.292,FR II
36.061,-41.94,FR II
36.062,-41.805,Bent
36.067,-41.882,Exotic
36.087,-42.063,FR II
36.093,-42.298,FR I
36.102,-41.881,FR II
36.121,-42.052,FR II
36.123,-42.401,FR II
36.135,-42.161,FR II
36.136,-42.322,FR II
36.136,-42.759,FR I
36.137,-41.766,FR II
36.147,-41.631,Bent
36.15,-41.763,FR I
36.188,-42.128,FR I
36.236,-41.906,FR II
36.246,-41.133,Point Source
36.267,-41.714,FR II
36.275,-41.185,FR II
36.281,-41.149,FR I
36.286,-42.14,FR II
36.304,-42.037,FR I
36.307,-42.147,FR I
36.309,-42.694,Point Source
36.328,-41.722,FR II
36.341,-42.694,Bent
36.349,-42.854,FR II
36.353,-42.016,Point Source
36.356,-41.754,Bent
36.365,-41.738,FR II
36.373,-42.089,FR I
36.374,-41.306,Bent
36.379,-41.935,Bent
36.379,-42.822,FR II
36.383,-41.479,Point Source
36.411,-41.068,Bent
36.412,-42.011,Bent
36.417,-41.524,FR II
36.44,-42.001,Point Source
36.444,-41.882,FR II
36.445,-42.08,FR II
36.452,-41.657,FR II
36.452,-42.033,FR II
36.453,-41.509,FR I
36.453,-41.994,FR II
36.453,-42.292,FR I
36.455,-42.134,Bent
36.458,-41.267,FR II
36.461,-41.894,Point Source
36.472,-41.915,Bent
36.481,-42.217,Bent
36.488,-42.015,FR I
36.494,-41.885,Bent
36.5,-42.035,FR II
36.505,-41.886,FR I
36.506,-41.582,FR II
36.507,-41.849,Bent
36.509,-41.876,FR I
36.51,-41.864,FR II
36.514,-41.772,Bent
36.515,-41.921,Bent
36.516,-42.076,Bent
36.53,-42.158,Bent
36.531,-41.906,FR I
36.546,-42.545,FR I
36.549,-42.156,FR II
36.552,-41.981,Bent
36.558,-41.894,FR II
36.559,-41.921,FR II
36.573,-41.852,FR II
36.576,-41.51,Bent
36.601,-41.741,Bent
36.601,-42.567,FR I
36.602,-41.25,FR I
36.626,-42.011,FR II
36.627,-41.59,FR II
36.64,-42.106,FR I
36.657,-42.246,FR I
36.665,-41.609,FR II
36.666,-42.266,Bent
36.676,-42.435,Bent
36.677,-41.316,Point Source
36.683,-41.86,FR II
36.684,-42.303,FR II
36.686,-41.672,Point Source
36.699,-42.075,Point Source
36.699,-42.531,FR II
36.699,-44.519,FR II
36.701,-41.946,FR II
36.703,-42.756,FR II
36.707,-41.834,FR I
36.708,-42.334,FR II
36.72,-41.738,FR II
36.726,-41.787,FR II
36.728,-42.298,FR II
36.728,-42.897,FR II
36.73,-42.568,Bent
36.736,-41.555,Bent
36.738,-42.08,FR I
36.749,-42.074,Point Source
36.76,-41.381,Bent
36.765,-42.169,Bent
36.771,-41.658,Point Source
36.771,-41.702,FR II
36.793,-41.475,Bent
36.799,-44.634,FR I
36.839,-42.097,FR II
36.84,-44.568,Point Source
36.846,-42.527,FR II
36.846,-42.541,FR II
36.854,-43.779,FR I
36.861,-43.9,FR II
36.871,-41.941,FR II
36.875,-42.314,FR II
36.879,-42.518,Point Source
36.88,-42.401,FR II
36.901,-42.485,FR I
36.902,-41.913,FR II
36.903,-41.722,FR I
36.904,-41.443,FR II
36.904,-42.214,FR II
36.917,-42.549,Point Source
36.922,-42.682,Point Source
36.935,-41.869,FR II
36.955,-42.196,FR I
36.959,-42.115,FR II
36.973,-42.789,Point Source
36.975,-41.52,Bent
36.975,-41.981,Point Source
36.981,-41.536,FR II
36.983,-42.17,Point Source
360.0,-84.577,Point Source
37.013,-42.041,FR I
37.027,-41.438,FR II
37.028,-41.734,FR II
37.038,-44.571,FR II
37.042,-41.862,FR I
37.046,-42.072,Point Source
37.071,-44.599,FR I
37.072,-42.225,Bent
37.087,-43.989,Bent
37.093,-41.192,FR I
37.094,-41.786,FR II
37.099,-41.95,FR I
37.15,-44.589,FR II
37.162,-43.931,Bent
37.17,-41.995,Bent
37.176,-44.261,FR II
37.185,-41.877,FR II
37.204,-43.897,FR II
37.205,-42.203,FR II
37.208,-44.608,FR I
37.22,-44.113,FR II
37.221,-42.167,Bent
37.224,-41.255,Bent
37.226,-44.784,FR II
37.25,-44.186,FR II
37.259,-41.906,FR II
37.263,-44.094,FR II
37.273,-44.381,Point Source
37.298,-42.246,Bent
37.328,-44.518,FR II
37.347,-41.695,FR II
37.35,-41.841,FR II
37.354,-44.867,Point Source
37.367,-41.688,FR II
37.372,-41.537,FR I
37.384,-44.785,FR II
37.395,-44.792,Point Source
37.398,-45.18,FR I
37.402,-43.846,Point Source
37.407,-44.899,Point Source
37.414,-44.108,Bent
37.436,-44.844,FR I
37.441,-41.513,FR I
37.441,-44.733,FR II
37.444,-41.871,FR II
37.445,-42.186,FR II
37.445,-44.606,FR II
37.451,-42.118,FR II
37.451,-44.348,Bent
37.452,-44.972,FR I
37.463,-44.353,FR II
37.493,-43.761,FR II
37.503,-41.932,FR I
37.508,-44.323,Bent
37.513,-41.906,FR I
37.518,-42.146,FR I
37.518,-44.145,Bent
37.518,-44.228,FR I
37.527,-41.906,Bent
37.54,-44.394,FR II
37.54,-44.407,FR I
37.551,-44.226,Point Source
37.555,-43.988,FR II
37.575,-44.685,FR I
37.579,-44.554,FR II
37.596,-44.555,FR I
37.604,-44.074,FR II
37.693,-44.372,FR II
37.704,-45.015,FR II
37.708,-43.878,FR I
37.712,-44.765,FR I
37.714,-43.887,FR II
37.715,-44.965,FR II
37.718,-44.465,FR I
37.732,-44.748,FR II
37.739,-44.465,FR I
37.75,-45.005,FR II
37.755,-44.429,Bent
37.762,-44.274,FR II
37.764,-44.402,Point Source
37.775,-44.791,FR II
37.776,-44.595,Bent
37.777,-44.157,Point Source
37.792,-44.41,FR I
37.795,-43.701,FR II
37.808,-44.617,FR II
37.816,-41.997,Point Source
37.82,-44.336,Bent
37.833,-44.466,FR II
37.842,-44.576,Point Source
37.849,-44.191,FR I
37.851,-43.619,FR II
37.853,-44.79,FR II
37.872,-44.025,FR II
37.877,-43.934,FR I
37.891,-44.84,FR I
37.897,-44.308,FR I
37.906,-43.898,FR II
37.908,-44.661,FR II
37.913,-44.32,FR II
37.93,-44.398,FR II
37.94,-44.203,Bent
37.946,-44.794,FR II
37.948,-44.577,Bent
37.95,-44.272,FR II
37.97,-44.578,FR II
37.974,-44.034,Bent
37.975,-43.865,FR I
37.998,-43.976,Bent
37.998,-44.846,FR II
38.013,-44.496,FR II
38.017,-44.41,Bent
38.034,-44.437,FR I
38.05,-43.51,FR II
38.069,-43.826,Bent
38.077,-44.347,Bent
38.079,-44.647,FR II
38.087,-44.49,FR I
38.096,-44.18,FR II
38.101,-44.001,FR II
38.117,-43.973,FR II
38.119,-44.312,FR II
38.133,-43.906,Bent
38.134,-43.943,FR I
38.162,-44.016,Bent
38.174,-43.829,Point Source
38.184,-43.837,Bent
38.212,-44.043,FR II
38.258,-44.251,Bent
38.274,-44.211,FR II
38.277,-44.652,Bent
38.282,-44.323,Bent
38.29,-44.309,FR II
38.3,-44.436,Bent
38.306,-44.358,Bent
38.313,-44.354,FR II
38.335,-45.251,FR II
38.345,-44.907,FR II
38.361,-44.775,FR II
38.364,-44.074,FR I
38.374,-43.979,Bent
38.375,-44.68,Point Source
38.377,-44.273,FR I
38.385,-44.31,FR II
38.399,-43.931,FR II
38.414,-44.547,Bent
38.418,-44.865,FR I
38.428,-44.024,FR II
38.435,-44.005,FR II
38.439,-43.977,FR II
38.456,-44.516,FR II
38.458,-43.882,FR II
38.464,-44.347,Bent
38.47,-44.397,FR II
38.478,-43.663,FR I
38.479,-44.261,FR II
38.481,-45.287,FR II
38.485,-44.8,FR II
38.496,-44.894,FR I
38.503,-44.04,FR II
38.505,-44.469,FR II
38.518,-44.164,FR II
38.538,-43.678,Bent
38.539,-44.275,FR II
38.539,-44.872,FR II
38.557,-44.074,Bent
38.572,-44.926,Point Source
38.584,-43.949,FR II
38.585,-44.57,FR I
38.588,-44.648,FR II
38.603,-45.159,FR I
38.604,-43.628,Point Source
38.616,-44.17,FR I
38.617,-43.517,FR I
38.636,-44.48,FR I
38.643,-44.043,Point Source
38.649,-44.023,Point Source
38.663,-44.553,FR II
38.669,-44.781,FR II
38.675,-43.789,FR I
38.723,-43.703,FR I
38.73,-44.168,FR I
38.758,-45.009,Bent
38.807,-44.412,Bent
38.833,-43.957,Bent
38.962,-44.809,Bent
38.994,-44.439,FR II
39.006,-44.876,Bent
39.011,-44.433,FR I
39.044,-43.601,FR II
39.066,-44.119,FR I
39.084,-44.919,FR I
39.12,-44.963,Bent
39.155,-44.046,Bent
39.155,-44.176,FR II
39.219,-44.847,FR I
39.291,-44.109,FR II
39.412,-44.123,FR I
39.417,-44.775,FR I
39.43,-44.341,FR II
39.616,-52.696,FR I
39.682,-52.825,Bent
39.762,-52.73,FR II
39.811,-52.389,FR II
39.904,-52.52,FR II
39.912,-52.734,Bent
39.954,-52.409,FR II
39.978,-53.501,Bent
4.0,-19.489,FR II
4.002,-65.875,FR II
4.003,-85.687,FR II
4.007,-65.533,FR I
4.012,-19.494,Bent
4.012,-30.537,FR II
4.016,-30.12,FR II
4.018,-66.513,FR II
4.027,-66.078,FR I
4.035,-19.092,FR II
4.036,-30.375,Bent
4.041,-19.487,Bent
4.041,-31.121,FR I
4.043,-30.199,FR II
4.047,-25.428,Point Source
4.049,-31.129,FR II
4.049,-65.84,Bent
4.053,-19.28,FR II
4.054,-31.134,FR II
4.054,-31.391,Bent
4.055,-30.145,Bent
4.056,-18.954,FR I
4.058,-65.584,FR II
4.064,-30.205,FR II
